InventoryId,ScheduleId,CarrierCode,Dep_Key,FlightNumber,AircraftType,DepartureDate,DepartureDatetime,ArrivalDatetime,DepartureAirport,ArrivalAirport,TotalCapacity,TotalInventory,BookedInventory,Oversold,AvailableInventory,FirstClass,BusinessClass,PremiumEconomyClass,EconomyClass,FC_TotalInventory,FC_BookedInventory,FC_Oversold,FC_AvailableInventory,BC_TotalInventory,BC_BookedInventory,BC_Oversold,BC_AvailableInventory,PC_TotalInventory,PC_BookedInventory,PC_Oversold,PC_AvailableInventory,EC_TotalInventory,EC_BookedInventory,EC_Oversold,EC_AvailableInventory,FC_CD,BC_CD,PC_CD,EC_CD,canCancel,Status
INV-ZZ-7952593,SCH-ZZ-9037923,ZZ,ZZ20240609GAUBOM4819,4819.0,Boeing 757,06/09/2024,2024-06-09 10:11:00,2024-06-10 07:06:00,GAU,BOM,209.0,242,105,-104,137,20,41,62,83,22,10,10,12,46,20,21,26,69,30,32,39,94,41,42,53,"{'F': 9, 'P': 3}","{'C': 11, 'J': 6, 'Z': 9}","{'Q': 16, 'R': 10, 'S': 3, 'T': 1, 'H': 6, 'M': 3}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 1, 'G': 6, 'I': 3, 'K': 6, 'L': 2, 'N': 3, 'O': 3, 'U': 3, 'V': 3, 'W': 3, 'X': 2}",FALSE,On Time
INV-ZZ-4076463,SCH-ZZ-1122041,ZZ,ZZ20240609AMDBLR4957,4957.0,Airbus A320 Neo,06/09/2024,2024-06-09 10:19:00,2024-06-09 21:50:00,AMD,BLR,180.0,213,103,-77,110,18,36,54,72,20,10,8,10,43,21,15,22,64,31,23,33,85,41,31,44,"{'F': 9, 'P': 1}","{'C': 10, 'J': 8, 'Z': 4}","{'Q': 13, 'R': 7, 'S': 0, 'T': 3, 'H': 7, 'M': 3}","{'Y': 4, 'A': 4, 'B': 2, 'D': 2, 'E': 3, 'G': 5, 'I': 3, 'K': 3, 'L': 2, 'N': 2, 'O': 3, 'U': 4, 'V': 2, 'W': 2, 'X': 3}",FALSE,On Time
INV-ZZ-4414340,SCH-ZZ-1209990,ZZ,ZZ20240609BOMMAA3355,3355.0,Boeing 787,06/09/2024,2024-06-09 10:32:00,2024-06-09 13:38:00,BOM,MAA,270.0,317,147,-123,170,27,54,81,108,31,14,13,17,61,28,26,33,91,42,39,49,127,59,49,68,"{'F': 12, 'P': 5}","{'C': 16, 'J': 7, 'Z': 10}","{'Q': 19, 'R': 11, 'S': 4, 'T': 2, 'H': 11, 'M': 2}","{'Y': 8, 'A': 7, 'B': 3, 'D': 3, 'E': 3, 'G': 5, 'I': 2, 'K': 7, 'L': 3, 'N': 4, 'O': 4, 'U': 7, 'V': 4, 'W': 4, 'X': 4}",FALSE,On Time
INV-ZZ-2141857,SCH-ZZ-3400127,ZZ,ZZ20240609AMDHYD2223,2223.0,Boeing 777,06/09/2024,2024-06-09 10:52:00,2024-06-09 19:30:00,AMD,HYD,425.0,485,206,-219,279,42,85,127,170,49,21,21,28,99,42,43,57,148,63,64,85,192,82,88,110,"{'F': 14, 'P': 14}","{'C': 27, 'J': 16, 'Z': 14}","{'Q': 30, 'R': 12, 'S': 7, 'T': 7, 'H': 20, 'M': 9}","{'Y': 13, 'A': 11, 'B': 6, 'D': 6, 'E': 6, 'G': 12, 'I': 4, 'K': 12, 'L': 5, 'N': 6, 'O': 6, 'U': 12, 'V': 4, 'W': 3, 'X': 4}",FALSE,On Time
INV-ZZ-5796157,SCH-ZZ-4235611,ZZ,ZZ20240609GOIGAU3294,3294.0,Boeing 787,06/09/2024,2024-06-09 10:57:00,2024-06-10 10:08:00,GOI,GAU,270.0,304,136,-134,168,27,54,81,108,32,14,13,18,61,27,27,34,91,41,40,50,121,54,54,67,"{'F': 11, 'P': 7}","{'C': 15, 'J': 8, 'Z': 11}","{'Q': 21, 'R': 13, 'S': 3, 'T': 0, 'H': 12, 'M': 1}","{'Y': 6, 'A': 7, 'B': 1, 'D': 4, 'E': 4, 'G': 7, 'I': 4, 'K': 8, 'L': 3, 'N': 2, 'O': 4, 'U': 7, 'V': 3, 'W': 3, 'X': 4}",FALSE,On Time
INV-ZZ-9361310,SCH-ZZ-7946326,ZZ,ZZ20240609PNQGAU3270,3270.0,Boeing 777,06/09/2024,2024-06-09 11:13:00,2024-06-09 13:53:00,PNQ,GAU,425.0,476,201,-224,275,42,85,127,170,48,20,22,28,100,42,43,58,141,59,68,82,203,86,84,117,"{'F': 14, 'P': 14}","{'C': 23, 'J': 16, 'Z': 19}","{'Q': 29, 'R': 18, 'S': 3, 'T': 8, 'H': 18, 'M': 6}","{'Y': 13, 'A': 13, 'B': 6, 'D': 6, 'E': 3, 'G': 12, 'I': 6, 'K': 12, 'L': 6, 'N': 6, 'O': 6, 'U': 12, 'V': 6, 'W': 6, 'X': 4}",TRUE,On Time
INV-ZZ-8871420,SCH-ZZ-2098565,ZZ,ZZ20240609IDRHYD2792,2792.0,BAe 146,06/09/2024,2024-06-09 12:22:00,2024-06-09 14:12:00,IDR,HYD,91.0,100,45,-46,55,9,18,27,36,11,5,4,6,21,10,8,11,32,15,12,17,41,19,17,22,"{'F': 4, 'P': 2}","{'C': 5, 'J': 2, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 1, 'H': 4, 'M': 0}","{'Y': 3, 'A': 3, 'B': 1, 'D': 1, 'E': 0, 'G': 3, 'I': 0, 'K': 3, 'L': 1, 'N': 0, 'O': 1, 'U': 3, 'V': 1, 'W': 1, 'X': 1}",FALSE,On Time
INV-ZZ-2456331,SCH-ZZ-3206804,ZZ,ZZ20240609AMDCCU4995,4995.0,Airbus A321 Neo,06/09/2024,2024-06-09 12:41:00,2024-06-10 12:35:00,AMD,CCU,220.0,247,109,-111,138,22,44,66,88,25,11,11,14,49,22,22,27,74,33,33,41,99,44,44,55,"{'F': 9, 'P': 5}","{'C': 13, 'J': 6, 'Z': 8}","{'Q': 15, 'R': 6, 'S': 1, 'T': 5, 'H': 10, 'M': 4}","{'Y': 7, 'A': 6, 'B': 1, 'D': 3, 'E': 2, 'G': 7, 'I': 3, 'K': 7, 'L': 1, 'N': 1, 'O': 2, 'U': 7, 'V': 3, 'W': 3, 'X': 2}",TRUE,On Time
INV-ZZ-4921893,SCH-ZZ-1839422,ZZ,ZZ20240609AMDMAA4140,4140.0,Boeing 787,06/09/2024,2024-06-09 13:19:00,2024-06-09 15:02:00,AMD,MAA,270.0,315,151,-119,164,27,54,81,108,32,15,12,17,60,29,25,31,95,45,36,50,119,57,51,62,"{'F': 13, 'P': 4}","{'C': 12, 'J': 7, 'Z': 12}","{'Q': 20, 'R': 11, 'S': 4, 'T': 3, 'H': 12, 'M': 0}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 8, 'I': 4, 'K': 6, 'L': 4, 'N': 2, 'O': 2, 'U': 8, 'V': 1, 'W': 2, 'X': 4}",FALSE,On Time
INV-ZZ-3949370,SCH-ZZ-4441798,ZZ,ZZ20240609JAIBLR3140,3140.0,Boeing 787,06/09/2024,2024-06-09 14:02:00,2024-06-09 21:32:00,JAI,BLR,270.0,299,137,-133,162,27,54,81,108,31,14,13,17,63,29,25,34,95,44,37,51,120,55,53,65,"{'F': 11, 'P': 6}","{'C': 15, 'J': 9, 'Z': 10}","{'Q': 21, 'R': 10, 'S': 4, 'T': 1, 'H': 10, 'M': 5}","{'Y': 8, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 7, 'I': 3, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 4, 'V': 2, 'W': 2, 'X': 4}",TRUE,On Time
INV-ZZ-2853185,SCH-ZZ-3706305,ZZ,ZZ20240609MAAAMD2840,2840.0,Airbus A321 Neo,06/09/2024,2024-06-09 14:07:00,2024-06-10 13:37:00,MAA,AMD,220.0,250,107,-113,143,22,44,66,88,26,11,11,15,49,21,23,28,78,34,32,44,102,44,44,58,"{'F': 9, 'P': 6}","{'C': 14, 'J': 5, 'Z': 9}","{'Q': 16, 'R': 8, 'S': 5, 'T': 3, 'H': 10, 'M': 2}","{'Y': 6, 'A': 7, 'B': 3, 'D': 3, 'E': 2, 'G': 7, 'I': 3, 'K': 7, 'L': 2, 'N': 2, 'O': 3, 'U': 6, 'V': 2, 'W': 3, 'X': 2}",FALSE,On Time
INV-ZZ-4382003,SCH-ZZ-5335207,ZZ,ZZ20240609BOMHYD2933,2933.0,Boeing 757,06/09/2024,2024-06-09 14:57:00,2024-06-09 20:14:00,BOM,HYD,209.0,240,105,-104,135,20,41,62,83,23,10,10,13,49,21,20,28,73,32,30,41,97,43,40,54,"{'F': 8, 'P': 5}","{'C': 8, 'J': 11, 'Z': 9}","{'Q': 17, 'R': 7, 'S': 4, 'T': 5, 'H': 8, 'M': 0}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 5, 'I': 2, 'K': 5, 'L': 3, 'N': 2, 'O': 2, 'U': 6, 'V': 3, 'W': 3, 'X': 2}",FALSE,On Time
INV-ZZ-3733765,SCH-ZZ-9762124,ZZ,ZZ20240609GAUPNQ3440,3440.0,Boeing 757,06/09/2024,2024-06-09 15:57:00,2024-06-10 05:13:00,GAU,PNQ,209.0,241,111,-98,130,20,41,62,83,23,11,9,12,46,21,20,25,71,33,29,38,92,42,41,50,"{'F': 5, 'P': 7}","{'C': 11, 'J': 8, 'Z': 6}","{'Q': 14, 'R': 8, 'S': 3, 'T': 2, 'H': 8, 'M': 3}","{'Y': 6, 'A': 5, 'B': 3, 'D': 3, 'E': 2, 'G': 5, 'I': 2, 'K': 5, 'L': 3, 'N': 2, 'O': 3, 'U': 6, 'V': 2, 'W': 1, 'X': 2}",FALSE,On Time
INV-ZZ-6251526,SCH-ZZ-9059901,ZZ,ZZ20240609GOIGAU2919,2919.0,Boeing 717,06/09/2024,2024-06-09 19:19:00,2024-06-10 18:01:00,GOI,GAU,100.0,112,52,-48,60,10,20,30,40,12,6,4,6,24,11,9,13,36,17,13,19,48,22,18,26,"{'F': 5, 'P': 1}","{'C': 7, 'J': 4, 'Z': 2}","{'Q': 7, 'R': 2, 'S': 1, 'T': 2, 'H': 4, 'M': 3}","{'Y': 3, 'A': 3, 'B': 2, 'D': 2, 'E': 2, 'G': 1, 'I': 0, 'K': 2, 'L': 1, 'N': 2, 'O': 2, 'U': 3, 'V': 1, 'W': 1, 'X': 1}",FALSE,On Time
INV-ZZ-3755062,SCH-ZZ-1972995,ZZ,ZZ20240609LKOBLR2560,2560.0,Boeing 767,06/09/2024,2024-06-09 21:07:00,2024-06-10 16:35:00,LKO,BLR,278.0,317,151,-127,166,27,55,83,111,31,15,12,16,65,31,24,34,94,45,38,49,126,60,51,66,"{'F': 9, 'P': 7}","{'C': 14, 'J': 11, 'Z': 9}","{'Q': 20, 'R': 11, 'S': 3, 'T': 4, 'H': 11, 'M': 0}","{'Y': 7, 'A': 7, 'B': 4, 'D': 3, 'E': 4, 'G': 7, 'I': 4, 'K': 5, 'L': 2, 'N': 3, 'O': 4, 'U': 7, 'V': 4, 'W': 3, 'X': 2}",FALSE,On Time
INV-ZZ-2006336,SCH-ZZ-3821718,ZZ,ZZ20240610BBIBLR3776,3776.0,Boeing 757,06/10/2024,2024-06-10 00:53:00,2024-06-10 01:02:00,BBI,BLR,209.0,244,111,-98,133,20,41,62,83,23,10,10,13,46,21,20,25,69,31,31,38,95,43,40,52,"{'F': 7, 'P': 6}","{'C': 15, 'J': 3, 'Z': 7}","{'Q': 18, 'R': 6, 'S': 2, 'T': 1, 'H': 7, 'M': 4}","{'Y': 4, 'A': 5, 'B': 2, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 5, 'L': 3, 'N': 2, 'O': 3, 'U': 6, 'V': 1, 'W': 3, 'X': 3}",TRUE,On Time
INV-ZZ-9755353,SCH-ZZ-5842607,ZZ,ZZ20240610MAAHYD4704,4704.0,Boeing 717,06/10/2024,2024-06-10 02:22:00,2024-06-11 01:47:00,MAA,HYD,100.0,116,54,-46,62,10,20,30,40,11,5,5,6,24,11,9,13,34,16,14,18,48,23,17,25,"{'F': 5, 'P': 1}","{'C': 4, 'J': 4, 'Z': 5}","{'Q': 7, 'R': 2, 'S': 1, 'T': 1, 'H': 5, 'M': 2}","{'Y': 2, 'A': 3, 'B': 1, 'D': 1, 'E': 1, 'G': 3, 'I': 0, 'K': 3, 'L': 0, 'N': 1, 'O': 1, 'U': 3, 'V': 2, 'W': 2, 'X': 2}",FALSE,On Time
INV-ZZ-2662290,SCH-ZZ-3158405,ZZ,ZZ20240610PNQBOM3772,3772.0,BAe 146,06/10/2024,2024-06-10 02:35:00,2024-06-10 09:59:00,PNQ,BOM,91.0,104,46,-45,58,9,18,27,36,10,4,5,6,20,9,9,11,31,14,13,17,42,19,17,23,"{'F': 2, 'P': 4}","{'C': 5, 'J': 3, 'Z': 3}","{'Q': 6, 'R': 1, 'S': 3, 'T': 2, 'H': 3, 'M': 2}","{'Y': 3, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 3, 'I': 1, 'K': 3, 'L': 1, 'N': 1, 'O': 1, 'U': 3, 'V': 1, 'W': 0, 'X': 1}",FALSE,On Time
INV-ZZ-4903773,SCH-ZZ-7624092,ZZ,ZZ20240610BLRAMD4647,4647.0,ATR 72,06/10/2024,2024-06-10 03:34:00,2024-06-10 06:37:00,BLR,AMD,72.0,83,35,-37,48,7,14,21,28,8,3,4,5,17,7,7,10,24,10,11,14,33,14,14,19,"{'F': 3, 'P': 2}","{'C': 6, 'J': 1, 'Z': 3}","{'Q': 5, 'R': 3, 'S': 2, 'T': 0, 'H': 4, 'M': 0}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 1, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}",FALSE,On Time
INV-ZZ-5422298,SCH-ZZ-8346803,ZZ,ZZ20240610BLRDEL2257,2257.0,Boeing 757,06/10/2024,2024-06-10 04:37:00,2024-06-10 18:55:00,BLR,DEL,209.0,246,117,-92,129,20,41,62,83,23,11,9,12,46,22,19,24,73,35,27,38,97,46,37,51,"{'F': 9, 'P': 3}","{'C': 13, 'J': 4, 'Z': 7}","{'Q': 14, 'R': 6, 'S': 3, 'T': 5, 'H': 8, 'M': 2}","{'Y': 5, 'A': 5, 'B': 2, 'D': 3, 'E': 3, 'G': 4, 'I': 3, 'K': 5, 'L': 2, 'N': 3, 'O': 3, 'U': 6, 'V': 1, 'W': 3, 'X': 3}",FALSE,On Time
INV-ZZ-9462372,SCH-ZZ-9315418,ZZ,ZZ20240610HYDIDR4830,4830.0,Boeing 767,06/10/2024,2024-06-10 05:19:00,2024-06-10 16:04:00,HYD,IDR,278.0,314,145,-133,169,27,55,83,111,30,14,13,16,64,29,26,35,91,42,41,49,129,59,52,70,"{'F': 9, 'P': 7}","{'C': 15, 'J': 9, 'Z': 11}","{'Q': 18, 'R': 11, 'S': 3, 'T': 3, 'H': 14, 'M': 0}","{'Y': 8, 'A': 8, 'B': 2, 'D': 4, 'E': 3, 'G': 8, 'I': 4, 'K': 8, 'L': 3, 'N': 4, 'O': 3, 'U': 6, 'V': 4, 'W': 3, 'X': 2}",FALSE,On Time
INV-ZZ-2798431,SCH-ZZ-2045025,ZZ,ZZ20240610DELAMD2973,2973.0,Boeing 717,06/10/2024,2024-06-10 07:12:00,2024-06-11 04:27:00,DEL,AMD,100.0,115,50,-50,65,10,20,30,40,12,5,5,7,23,10,10,13,34,15,15,19,46,20,20,26,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 3}","{'Q': 8, 'R': 6, 'S': 0, 'T': 1, 'H': 3, 'M': 1}","{'Y': 3, 'A': 2, 'B': 1, 'D': 2, 'E': 2, 'G': 3, 'I': 1, 'K': 0, 'L': 2, 'N': 2, 'O': 1, 'U': 3, 'V': 1, 'W': 2, 'X': 1}",FALSE,On Time
INV-ZZ-6163754,SCH-ZZ-1898733,ZZ,ZZ20240610MAACCU4838,4838.0,Boeing 777-300,06/10/2024,2024-06-10 08:02:00,2024-06-11 00:39:00,MAA,CCU,360.0,404,179,-181,225,36,72,108,144,42,19,17,23,85,38,34,47,123,55,53,68,160,71,73,89,"{'F': 15, 'P': 8}","{'C': 18, 'J': 11, 'Z': 18}","{'Q': 26, 'R': 13, 'S': 1, 'T': 6, 'H': 17, 'M': 5}","{'Y': 10, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 10, 'I': 4, 'K': 10, 'L': 2, 'N': 4, 'O': 5, 'U': 10, 'V': 5, 'W': 5, 'X': 4}",FALSE,On Time
INV-ZZ-1922362,SCH-ZZ-3527980,ZZ,ZZ20240610CJBHYD2679,2679.0,Boeing 787,06/10/2024,2024-06-10 08:36:00,2024-06-10 22:45:00,CJB,HYD,270.0,307,142,-128,165,27,54,81,108,31,14,13,17,64,30,24,34,91,42,39,49,126,58,50,68,"{'F': 11, 'P': 6}","{'C': 16, 'J': 6, 'Z': 12}","{'Q': 20, 'R': 12, 'S': 4, 'T': 1, 'H': 10, 'M': 2}","{'Y': 8, 'A': 6, 'B': 4, 'D': 3, 'E': 3, 'G': 8, 'I': 2, 'K': 7, 'L': 3, 'N': 3, 'O': 3, 'U': 7, 'V': 4, 'W': 3, 'X': 4}",FALSE,On Time
INV-ZZ-9206760,SCH-ZZ-9037923,ZZ,ZZ20240610GAUBOM4819,4819.0,Boeing 757,06/10/2024,2024-06-10 10:11:00,2024-06-11 07:06:00,GAU,BOM,209.0,239,102,-107,137,20,41,62,83,24,10,10,14,46,20,21,26,74,32,30,42,97,41,42,56,"{'F': 9, 'P': 5}","{'C': 11, 'J': 9, 'Z': 6}","{'Q': 14, 'R': 10, 'S': 2, 'T': 4, 'H': 10, 'M': 2}","{'Y': 6, 'A': 6, 'B': 2, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 2, 'U': 6, 'V': 3, 'W': 1, 'X': 3}",FALSE,On Time
INV-ZZ-5971833,SCH-ZZ-3400127,ZZ,ZZ20240610AMDHYD2223,2223.0,Boeing 777,06/10/2024,2024-06-10 10:52:00,2024-06-10 19:30:00,AMD,HYD,425.0,476,204,-221,272,42,85,127,170,48,21,21,27,96,41,44,55,146,63,64,83,192,82,88,110,"{'F': 18, 'P': 9}","{'C': 22, 'J': 19, 'Z': 14}","{'Q': 34, 'R': 20, 'S': 8, 'T': 1, 'H': 15, 'M': 5}","{'Y': 11, 'A': 11, 'B': 5, 'D': 5, 'E': 5, 'G': 12, 'I': 6, 'K': 12, 'L': 4, 'N': 5, 'O': 4, 'U': 13, 'V': 6, 'W': 6, 'X': 5}",FALSE,On Time
INV-ZZ-6315434,SCH-ZZ-4235611,ZZ,ZZ20240610GOIGAU3294,3294.0,Boeing 787,06/10/2024,2024-06-10 10:57:00,2024-06-11 10:08:00,GOI,GAU,270.0,323,159,-111,164,27,54,81,108,30,15,12,15,64,31,23,33,96,47,34,49,124,61,47,63,"{'F': 12, 'P': 3}","{'C': 8, 'J': 14, 'Z': 11}","{'Q': 21, 'R': 11, 'S': 4, 'T': 1, 'H': 11, 'M': 1}","{'Y': 5, 'A': 7, 'B': 2, 'D': 3, 'E': 3, 'G': 7, 'I': 3, 'K': 8, 'L': 3, 'N': 2, 'O': 4, 'U': 6, 'V': 4, 'W': 3, 'X': 3}",FALSE,On Time
INV-ZZ-1726223,SCH-ZZ-3206804,ZZ,ZZ20240610AMDCCU4995,4995.0,Airbus A321 Neo,06/10/2024,2024-06-10 12:41:00,2024-06-11 12:35:00,AMD,CCU,220.0,251,115,-105,136,22,44,66,88,25,11,11,14,49,23,21,26,73,34,32,39,104,48,40,56,"{'F': 11, 'P': 3}","{'C': 10, 'J': 7, 'Z': 9}","{'Q': 17, 'R': 9, 'S': 0, 'T': 1, 'H': 7, 'M': 5}","{'Y': 6, 'A': 5, 'B': 2, 'D': 2, 'E': 3, 'G': 7, 'I': 3, 'K': 6, 'L': 3, 'N': 2, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 2}",FALSE,On Time
INV-ZZ-2601188,SCH-ZZ-1839422,ZZ,ZZ20240610AMDMAA4140,4140.0,Boeing 787,06/10/2024,2024-06-10 13:19:00,2024-06-10 15:02:00,AMD,MAA,270.0,306,129,-141,177,27,54,81,108,31,13,14,18,60,25,29,35,95,40,41,55,128,54,54,74,"{'F': 9, 'P': 9}","{'C': 15, 'J': 8, 'Z': 12}","{'Q': 22, 'R': 11, 'S': 2, 'T': 5, 'H': 12, 'M': 3}","{'Y': 7, 'A': 6, 'B': 4, 'D': 3, 'E': 3, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 7, 'V': 4, 'W': 4, 'X': 4}",FALSE,On Time
INV-ZZ-4313370,SCH-ZZ-4441798,ZZ,ZZ20240610JAIBLR3140,3140.0,Boeing 787,06/10/2024,2024-06-10 14:02:00,2024-06-10 21:32:00,JAI,BLR,270.0,315,143,-127,172,27,54,81,108,31,14,13,17,61,28,26,33,94,43,38,51,125,57,51,68,"{'F': 10, 'P': 7}","{'C': 17, 'J': 9, 'Z': 7}","{'Q': 17, 'R': 12, 'S': 5, 'T': 3, 'H': 13, 'M': 1}","{'Y': 7, 'A': 7, 'B': 4, 'D': 2, 'E': 1, 'G': 8, 'I': 4, 'K': 8, 'L': 2, 'N': 3, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 2}",FALSE,On Time
INV-ZZ-8613930,SCH-ZZ-2922736,ZZ,ZZ20240610BOMPNQ2977,2977.0,BAe 146,06/10/2024,2024-06-10 14:12:00,2024-06-10 16:17:00,BOM,PNQ,91.0,103,50,-40,52,9,18,27,36,10,5,4,5,21,10,8,11,31,15,12,16,42,21,15,21,"{'F': 3, 'P': 2}","{'C': 5, 'J': 2, 'Z': 4}","{'Q': 5, 'R': 3, 'S': 2, 'T': 1, 'H': 4, 'M': 1}","{'Y': 3, 'A': 3, 'B': 1, 'D': 1, 'E': 0, 'G': 3, 'I': 0, 'K': 3, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 0, 'W': 1, 'X': 1}",FALSE,On Time
INV-ZZ-1420620,SCH-ZZ-5716505,ZZ,ZZ20240610HYDAMD4335,4335.0,Airbus A321-200,06/10/2024,2024-06-10 14:19:00,2024-06-11 11:51:00,HYD,AMD,200.0,235,116,-84,119,20,40,60,80,23,11,9,12,47,23,17,24,67,33,27,34,92,45,35,47,"{'F': 10, 'P': 2}","{'C': 6, 'J': 9, 'Z': 9}","{'Q': 14, 'R': 8, 'S': 1, 'T': 3, 'H': 8, 'M': 0}","{'Y': 5, 'A': 6, 'B': 1, 'D': 2, 'E': 3, 'G': 6, 'I': 0, 'K': 6, 'L': 3, 'N': 1, 'O': 2, 'U': 4, 'V': 2, 'W': 3, 'X': 3}",FALSE,On Time
INV-ZZ-2264723,SCH-ZZ-9762124,ZZ,ZZ20240610GAUPNQ3440,3440.0,Boeing 757,06/10/2024,2024-06-10 15:57:00,2024-06-11 05:13:00,GAU,PNQ,209.0,237,104,-105,133,20,41,62,83,22,10,10,12,49,21,20,28,73,32,30,41,99,43,40,56,"{'F': 9, 'P': 3}","{'C': 12, 'J': 10, 'Z': 6}","{'Q': 16, 'R': 9, 'S': 4, 'T': 2, 'H': 8, 'M': 2}","{'Y': 6, 'A': 6, 'B': 3, 'D': 2, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 2, 'N': 2, 'O': 2, 'U': 6, 'V': 3, 'W': 3, 'X': 3}",FALSE,On Time
INV-ZZ-9673535,SCH-ZZ-8590177,ZZ,ZZ20240610AMDBOM2678,2678.0,Boeing 787,06/10/2024,2024-06-10 16:00:00,2024-06-11 01:45:00,AMD,BOM,270.0,312,136,-134,176,27,54,81,108,32,14,13,18,61,27,27,34,91,40,41,51,120,52,56,68,"{'F': 9, 'P': 9}","{'C': 13, 'J': 10, 'Z': 11}","{'Q': 18, 'R': 13, 'S': 2, 'T': 5, 'H': 13, 'M': 0}","{'Y': 8, 'A': 8, 'B': 4, 'D': 2, 'E': 4, 'G': 7, 'I': 4, 'K': 7, 'L': 2, 'N': 2, 'O': 3, 'U': 8, 'V': 2, 'W': 3, 'X': 4}",FALSE,On Time
INV-ZZ-7803326,SCH-ZZ-1849853,ZZ,ZZ20240610CCUMAA4688,4688.0,Airbus A320 Neo,06/10/2024,2024-06-10 19:36:00,2024-06-10 22:50:00,CCU,MAA,180.0,208,95,-85,113,18,36,54,72,21,10,8,11,40,18,18,22,60,27,27,33,84,38,34,46,"{'F': 10, 'P': 1}","{'C': 7, 'J': 5, 'Z': 10}","{'Q': 12, 'R': 7, 'S': 2, 'T': 5, 'H': 7, 'M': 0}","{'Y': 5, 'A': 4, 'B': 3, 'D': 2, 'E': 3, 'G': 4, 'I': 0, 'K': 5, 'L': 3, 'N': 3, 'O': 1, 'U': 5, 'V': 3, 'W': 2, 'X': 3}",FALSE,On Time
INV-ZZ-3608940,SCH-ZZ-8267287,ZZ,ZZ20240610PNQGOI2702,2702.0,Boeing 777,06/10/2024,2024-06-10 19:48:00,2024-06-11 05:09:00,PNQ,GOI,425.0,502,232,-193,270,42,85,127,170,47,22,20,25,96,44,41,52,146,68,59,78,204,94,76,110,"{'F': 13, 'P': 12}","{'C': 26, 'J': 10, 'Z': 16}","{'Q': 27, 'R': 16, 'S': 6, 'T': 7, 'H': 19, 'M': 3}","{'Y': 13, 'A': 10, 'B': 6, 'D': 5, 'E': 6, 'G': 12, 'I': 6, 'K': 12, 'L': 3, 'N': 6, 'O': 3, 'U': 13, 'V': 5, 'W': 6, 'X': 4}",FALSE,On Time
INV-ZZ-4793029,SCH-ZZ-6036812,ZZ,ZZ20240610DELAMD2167,2167.0,Boeing 717,06/10/2024,2024-06-10 23:11:00,2024-06-11 00:42:00,DEL,AMD,100.0,113,53,-47,60,10,20,30,40,11,5,5,6,24,11,9,13,34,16,14,18,44,21,19,23,"{'F': 3, 'P': 3}","{'C': 6, 'J': 4, 'Z': 3}","{'Q': 7, 'R': 3, 'S': 2, 'T': 1, 'H': 5, 'M': 0}","{'Y': 3, 'A': 2, 'B': 0, 'D': 2, 'E': 2, 'G': 2, 'I': 1, 'K': 2, 'L': 2, 'N': 0, 'O': 1, 'U': 3, 'V': 0, 'W': 1, 'X': 2}",FALSE,On Time
INV-ZZ-9474563,SCH-ZZ-4079085,ZZ,ZZ20240611HYDBLR2887,2887.0,Airbus A321 Neo,06/11/2024,2024-06-11 00:30:00,2024-06-11 13:36:00,HYD,BLR,220.0,256,118,-102,138,22,44,66,88,25,11,11,14,51,23,21,28,77,35,31,42,100,46,42,54,"{'F': 12, 'P': 2}","{'C': 14, 'J': 7, 'Z': 7}","{'Q': 12, 'R': 11, 'S': 2, 'T': 5, 'H': 9, 'M': 3}","{'Y': 6, 'A': 6, 'B': 2, 'D': 0, 'E': 2, 'G': 7, 'I': 1, 'K': 7, 'L': 2, 'N': 2, 'O': 3, 'U': 7, 'V': 3, 'W': 3, 'X': 3}",FALSE,On Time
