InventoryId,ScheduleId,FlightNumber,AircraftType,DepartureDate,ArrivalDate,DepartureAirport,ArrivalAirport,TotalCapacity,TotalInventory,BookedInventory,Oversold,AvailableInventory,FirstClass,BusinessClass,PremiumEconomyClass,EconomyClass,FC_TotalInventory,FC_BookedInventory,FC_Oversold,FC_AvailableInventory,BC_TotalInventory,BC_BookedInventory,BC_Oversold,BC_AvailableInventory,PC_TotalInventory,PC_BookedInventory,PC_Oversold,PC_AvailableInventory,EC_TotalInventory,EC_BookedInventory,EC_Oversold,EC_AvailableInventory,FC_CD,BC_CD,PC_CD,EC_CD
INV-ZZ-4670252,SCH-ZZ-6454179,2973,Boeing 717,12/14/2023,12/14/2023,IDR,BOM,100,114,100,0,14,10,20,30,40,12,11,-1,1,22,19,1,3,33,29,1,4,47,41,-1,6,"{'F': 6, 'P': 4}","{'C': 8, 'J': 6, 'Z': 6}","{'Q': 9, 'R': 6, 'S': 3, 'T': 3, 'H': 6, 'M': 3}","{'Y': 3, 'A': 3, 'B': 2, 'D': 2, 'E': 2, 'G': 3, 'I': 2, 'K': 3, 'L': 2, 'N': 2, 'O': 2, 'U': 3, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-3894020,SCH-ZZ-1854929,3181,Boeing 717,12/12/2023,12/12/2023,MAA,CCU,100,111,100,0,11,10,20,30,40,12,11,-1,1,23,21,-1,2,34,31,-1,3,48,43,-3,5,"{'F': 6, 'P': 4}","{'C': 8, 'J': 6, 'Z': 6}","{'Q': 9, 'R': 6, 'S': 3, 'T': 3, 'H': 6, 'M': 3}","{'Y': 3, 'A': 3, 'B': 2, 'D': 2, 'E': 2, 'G': 3, 'I': 2, 'K': 3, 'L': 2, 'N': 2, 'O': 2, 'U': 3, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-2405976,SCH-ZZ-1854929,3181,Boeing 717,12/14/2023,12/14/2023,MAA,CCU,100,118,108,8,10,10,20,30,40,12,11,-1,1,22,20,0,2,34,31,-1,3,44,40,0,4,"{'F': 6, 'P': 4}","{'C': 8, 'J': 6, 'Z': 6}","{'Q': 9, 'R': 6, 'S': 3, 'T': 3, 'H': 6, 'M': 3}","{'Y': 3, 'A': 3, 'B': 2, 'D': 2, 'E': 2, 'G': 3, 'I': 2, 'K': 3, 'L': 2, 'N': 2, 'O': 2, 'U': 3, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-5751192,SCH-ZZ-1854929,3181,Boeing 717,12/15/2023,12/15/2023,MAA,CCU,100,113,106,6,7,10,20,30,40,11,10,0,1,22,21,-1,1,35,33,-3,2,46,43,-3,3,"{'F': 6, 'P': 4}","{'C': 8, 'J': 6, 'Z': 6}","{'Q': 9, 'R': 6, 'S': 3, 'T': 3, 'H': 6, 'M': 3}","{'Y': 3, 'A': 3, 'B': 2, 'D': 2, 'E': 2, 'G': 3, 'I': 2, 'K': 3, 'L': 2, 'N': 2, 'O': 2, 'U': 3, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-9371028,SCH-ZZ-6053731,2560,BAe 146,12/09/2023,12/09/2023,PAT,BBI,91,100,85,-6,15,9,18,27,36,10,9,0,1,21,18,0,3,32,27,0,5,43,37,-1,6,"{'F': 5, 'P': 4}","{'C': 7, 'J': 5, 'Z': 5}","{'Q': 8, 'R': 5, 'S': 3, 'T': 3, 'H': 5, 'M': 3}","{'Y': 3, 'A': 3, 'B': 1, 'D': 1, 'E': 1, 'G': 3, 'I': 1, 'K': 3, 'L': 1, 'N': 1, 'O': 1, 'U': 3, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-5127815,SCH-ZZ-6053731,2560,BAe 146,12/13/2023,12/13/2023,PAT,BBI,91,104,99,8,5,9,18,27,36,10,9,0,1,21,20,-2,1,32,30,-3,2,41,39,-3,2,"{'F': 5, 'P': 4}","{'C': 7, 'J': 5, 'Z': 5}","{'Q': 8, 'R': 5, 'S': 3, 'T': 3, 'H': 5, 'M': 3}","{'Y': 3, 'A': 3, 'B': 1, 'D': 1, 'E': 1, 'G': 3, 'I': 1, 'K': 3, 'L': 1, 'N': 1, 'O': 1, 'U': 3, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-7884675,SCH-ZZ-6053731,2560,BAe 146,12/14/2023,12/14/2023,PAT,BBI,91,100,83,-8,17,9,18,27,36,11,9,0,2,21,17,1,4,31,26,1,5,42,35,1,7,"{'F': 5, 'P': 4}","{'C': 7, 'J': 5, 'Z': 5}","{'Q': 8, 'R': 5, 'S': 3, 'T': 3, 'H': 5, 'M': 3}","{'Y': 3, 'A': 3, 'B': 1, 'D': 1, 'E': 1, 'G': 3, 'I': 1, 'K': 3, 'L': 1, 'N': 1, 'O': 1, 'U': 3, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-5524735,SCH-ZZ-3482484,2914,Boeing 787,12/12/2023,12/12/2023,GOI,COK,270,302,271,1,31,27,54,81,108,31,28,-1,3,61,55,-1,6,91,82,-1,9,129,116,-8,13,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-3907275,SCH-ZZ-3482484,2914,Boeing 787,12/15/2023,12/15/2023,GOI,COK,270,320,260,-10,60,27,54,81,108,32,26,1,6,62,50,4,12,96,78,3,18,128,104,4,24,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-3079467,SCH-ZZ-3482484,2914,Boeing 787,12/16/2023,12/16/2023,GOI,COK,270,322,265,-5,57,27,54,81,108,31,25,2,6,65,53,1,12,96,79,2,17,121,99,9,22,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-7379125,SCH-ZZ-3482484,2914,Boeing 787,12/17/2023,12/17/2023,GOI,COK,270,301,270,0,31,27,54,81,108,30,27,0,3,63,57,-3,6,92,83,-2,9,119,107,1,12,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-9720660,SCH-ZZ-3482484,2914,Boeing 787,12/19/2023,12/19/2023,GOI,COK,270,307,248,-22,59,27,54,81,108,30,24,3,6,61,49,5,12,96,78,3,18,130,105,3,25,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-1045929,SCH-ZZ-3206199,3869,ATR 72,12/11/2023,12/11/2023,HYD,CJB,72,85,77,5,8,7,14,21,28,8,7,0,1,16,15,-1,1,24,22,-1,2,31,28,0,3,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-3969928,SCH-ZZ-3206199,3869,ATR 72,12/15/2023,12/15/2023,HYD,CJB,72,80,69,-3,11,7,14,21,28,8,7,0,1,16,14,0,2,23,20,1,3,33,29,-1,4,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-3336014,SCH-ZZ-3206199,3869,ATR 72,12/18/2023,12/18/2023,HYD,CJB,72,83,67,-5,16,7,14,21,28,8,6,1,2,16,13,1,3,23,19,2,4,32,26,2,6,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-6258838,SCH-ZZ-3206199,3869,ATR 72,12/22/2023,12/22/2023,HYD,CJB,72,86,69,-3,17,7,14,21,28,8,6,1,2,17,14,0,3,25,20,1,5,32,26,2,6,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-3482548,SCH-ZZ-7747278,2809,Boeing 757,12/06/2023,12/06/2023,CJB,HYD,209,248,229,20,19,20,41,62,83,24,22,-2,2,46,43,-2,3,72,67,-5,5,99,92,-9,7,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 19, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-5923746,SCH-ZZ-7747278,2809,Boeing 757,12/08/2023,12/08/2023,CJB,HYD,209,247,218,9,29,20,41,62,83,22,19,1,3,48,42,-1,6,72,63,-1,9,93,82,1,11,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 19, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-7397824,SCH-ZZ-7747278,2809,Boeing 757,12/09/2023,12/09/2023,CJB,HYD,209,241,199,-10,42,20,41,62,83,24,20,0,4,49,41,0,8,70,58,4,12,98,81,2,17,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 19, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-1711463,SCH-ZZ-7747278,2809,Boeing 757,12/12/2023,12/12/2023,CJB,HYD,209,243,199,-10,44,20,41,62,83,24,20,0,4,49,40,1,9,72,59,3,13,95,78,5,17,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 19, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-1889482,SCH-ZZ-7747278,2809,Boeing 757,12/13/2023,12/13/2023,CJB,HYD,209,238,221,12,17,20,41,62,83,23,21,-1,2,47,44,-3,3,70,65,-3,5,99,92,-9,7,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 19, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-1943272,SCH-ZZ-7747278,2809,Boeing 757,12/15/2023,12/15/2023,CJB,HYD,209,238,202,-7,36,20,41,62,83,22,19,1,3,46,39,2,7,70,59,3,11,96,82,1,14,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 19, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-3200329,SCH-ZZ-7747278,2809,Boeing 757,12/16/2023,12/16/2023,CJB,HYD,209,244,199,-10,45,20,41,62,83,22,18,2,4,47,38,3,9,73,59,3,14,95,77,6,18,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 19, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-2902972,SCH-ZZ-7747278,2809,Boeing 757,12/19/2023,12/19/2023,CJB,HYD,209,231,194,-15,37,20,41,62,83,23,19,1,4,45,38,3,7,70,59,3,11,95,80,3,15,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 19, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-4844407,SCH-ZZ-7747278,2809,Boeing 757,12/20/2023,12/20/2023,CJB,HYD,209,245,203,-6,42,20,41,62,83,24,20,0,4,47,39,2,8,74,61,1,13,96,79,4,17,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 19, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-9713330,SCH-ZZ-7747278,2809,Boeing 757,12/22/2023,12/22/2023,CJB,HYD,209,242,217,8,25,20,41,62,83,23,21,-1,2,47,42,-1,5,74,66,-4,8,99,89,-6,10,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 19, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-1427356,SCH-ZZ-7747278,2809,Boeing 757,12/23/2023,12/23/2023,CJB,HYD,209,234,210,1,24,20,41,62,83,22,20,0,2,48,43,-2,5,69,62,0,7,92,83,0,9,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 19, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-1314423,SCH-ZZ-1331445,2390,Boeing 757,12/16/2023,12/16/2023,CNN,HYD,209,241,195,-14,46,20,41,62,83,22,18,2,4,49,40,1,9,71,58,4,13,98,79,4,19,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 19, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-7231339,SCH-ZZ-1331445,2390,Boeing 757,12/18/2023,12/18/2023,CNN,HYD,209,248,225,16,23,20,41,62,83,23,21,-1,2,46,42,-1,4,70,63,-1,7,98,89,-6,9,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 19, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-7582344,SCH-ZZ-1331445,2390,Boeing 757,12/20/2023,12/20/2023,CNN,HYD,209,246,201,-8,45,20,41,62,83,23,19,1,4,45,37,4,8,68,56,6,12,97,79,4,18,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 19, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-5067978,SCH-ZZ-1331445,2390,Boeing 757,12/21/2023,12/21/2023,CNN,HYD,209,240,217,8,23,20,41,62,83,24,22,-2,2,47,42,-1,5,72,65,-3,7,94,85,-2,9,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 19, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-2995397,SCH-ZZ-1331445,2390,Boeing 757,12/22/2023,12/22/2023,CNN,HYD,209,234,214,5,20,20,41,62,83,23,21,-1,2,46,42,-1,4,74,68,-6,6,91,83,0,8,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 19, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-9243749,SCH-ZZ-1331445,2390,Boeing 757,12/23/2023,12/23/2023,CNN,HYD,209,232,190,-19,42,20,41,62,83,23,19,1,4,48,39,2,9,72,59,3,13,96,78,5,18,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 19, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-1232037,SCH-ZZ-7048209,4886,Airbus A321 Neo,12/09/2023,12/09/2023,BOM,PAT,220,250,221,1,29,22,44,66,88,25,22,0,3,51,45,-1,6,73,64,2,9,100,88,0,12,"{'F': 13, 'P': 9}","{'C': 18, 'J': 13, 'Z': 13}","{'Q': 20, 'R': 13, 'S': 7, 'T': 7, 'H': 13, 'M': 7}","{'Y': 7, 'A': 7, 'B': 3, 'D': 3, 'E': 3, 'G': 7, 'I': 3, 'K': 7, 'L': 3, 'N': 3, 'O': 3, 'U': 7, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-7980304,SCH-ZZ-7048209,4886,Airbus A321 Neo,12/10/2023,12/10/2023,BOM,PAT,220,243,224,4,19,22,44,66,88,24,22,0,2,49,45,-1,4,78,72,-6,6,101,93,-5,8,"{'F': 13, 'P': 9}","{'C': 18, 'J': 13, 'Z': 13}","{'Q': 20, 'R': 13, 'S': 7, 'T': 7, 'H': 13, 'M': 7}","{'Y': 7, 'A': 7, 'B': 3, 'D': 3, 'E': 3, 'G': 7, 'I': 3, 'K': 7, 'L': 3, 'N': 3, 'O': 3, 'U': 7, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-3902250,SCH-ZZ-7048209,4886,Airbus A321 Neo,12/11/2023,12/11/2023,BOM,PAT,220,244,215,-5,29,22,44,66,88,25,22,0,3,49,43,1,6,74,65,1,9,98,86,2,12,"{'F': 13, 'P': 9}","{'C': 18, 'J': 13, 'Z': 13}","{'Q': 20, 'R': 13, 'S': 7, 'T': 7, 'H': 13, 'M': 7}","{'Y': 7, 'A': 7, 'B': 3, 'D': 3, 'E': 3, 'G': 7, 'I': 3, 'K': 7, 'L': 3, 'N': 3, 'O': 3, 'U': 7, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-7626903,SCH-ZZ-7048209,4886,Airbus A321 Neo,12/12/2023,12/12/2023,BOM,PAT,220,249,203,-17,46,22,44,66,88,26,21,1,5,52,42,2,10,77,63,3,14,103,84,4,19,"{'F': 13, 'P': 9}","{'C': 18, 'J': 13, 'Z': 13}","{'Q': 20, 'R': 13, 'S': 7, 'T': 7, 'H': 13, 'M': 7}","{'Y': 7, 'A': 7, 'B': 3, 'D': 3, 'E': 3, 'G': 7, 'I': 3, 'K': 7, 'L': 3, 'N': 3, 'O': 3, 'U': 7, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-1593033,SCH-ZZ-7048209,4886,Airbus A321 Neo,12/13/2023,12/13/2023,BOM,PAT,220,252,239,19,13,22,44,66,88,26,25,-3,1,50,47,-3,3,73,69,-3,4,99,94,-6,5,"{'F': 13, 'P': 9}","{'C': 18, 'J': 13, 'Z': 13}","{'Q': 20, 'R': 13, 'S': 7, 'T': 7, 'H': 13, 'M': 7}","{'Y': 7, 'A': 7, 'B': 3, 'D': 3, 'E': 3, 'G': 7, 'I': 3, 'K': 7, 'L': 3, 'N': 3, 'O': 3, 'U': 7, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-6617860,SCH-ZZ-7048209,4886,Airbus A321 Neo,12/16/2023,12/16/2023,BOM,PAT,220,254,228,8,26,22,44,66,88,24,22,0,2,52,47,-3,5,76,68,-2,8,103,92,-4,11,"{'F': 13, 'P': 9}","{'C': 18, 'J': 13, 'Z': 13}","{'Q': 20, 'R': 13, 'S': 7, 'T': 7, 'H': 13, 'M': 7}","{'Y': 7, 'A': 7, 'B': 3, 'D': 3, 'E': 3, 'G': 7, 'I': 3, 'K': 7, 'L': 3, 'N': 3, 'O': 3, 'U': 7, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-7160729,SCH-ZZ-7048209,4886,Airbus A321 Neo,12/17/2023,12/17/2023,BOM,PAT,220,254,239,19,15,22,44,66,88,25,24,-2,1,51,48,-4,3,75,71,-5,4,98,92,-4,6,"{'F': 13, 'P': 9}","{'C': 18, 'J': 13, 'Z': 13}","{'Q': 20, 'R': 13, 'S': 7, 'T': 7, 'H': 13, 'M': 7}","{'Y': 7, 'A': 7, 'B': 3, 'D': 3, 'E': 3, 'G': 7, 'I': 3, 'K': 7, 'L': 3, 'N': 3, 'O': 3, 'U': 7, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-5504437,SCH-ZZ-2592431,4429,Airbus A321-200,12/09/2023,12/09/2023,JAI,CJB,200,224,210,10,14,20,40,60,80,22,21,-1,1,44,41,-1,3,67,63,-3,4,89,83,-3,6,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 18, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-7954078,SCH-ZZ-2592431,4429,Airbus A321-200,12/12/2023,12/12/2023,JAI,CJB,200,234,204,4,30,20,40,60,80,24,21,-1,3,44,38,2,6,67,58,2,9,88,77,3,11,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 18, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-7926715,SCH-ZZ-2592431,4429,Airbus A321-200,12/14/2023,12/14/2023,JAI,CJB,200,239,219,19,20,20,40,60,80,23,21,-1,2,46,42,-2,4,71,65,-5,6,93,85,-5,8,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 18, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-9092105,SCH-ZZ-4609150,3171,ATR 72,12/12/2023,12/12/2023,IDR,COK,72,83,79,7,4,7,14,21,28,8,8,-1,0,17,16,-2,1,23,22,-1,1,32,30,-2,2,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-4066232,SCH-ZZ-4609150,3171,ATR 72,12/18/2023,12/18/2023,IDR,COK,72,79,69,-3,10,7,14,21,28,8,7,0,1,17,15,-1,2,25,22,-1,3,33,29,-1,4,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
